id,sentence,referenced_term,correct_answer,surprisal_sentence_mean,surprisal_sentence_std,surprisal_sentence_min,surprisal_sentence_max,surprisal_sentence_sum,surprisal_sentence_middle,surprisal_sentence_median,surprisal_query_mean,surprisal_query_std,surprisal_query_min,surprisal_query_max,surprisal_query_sum,surprisal_query_middle,surprisal_query_median,surprisal_phrase_mean,surprisal_phrase_std,surprisal_phrase_min,surprisal_phrase_max,surprisal_phrase_sum,surprisal_phrase_middle,surprisal_phrase_median,surprisal_context_mean,surprisal_context_std,surprisal_context_min,surprisal_context_max,surprisal_context_sum,surprisal_context_middle,surprisal_context_median,surprisal_position_sentenceMax,surprisal_position_sentenceMin,surprisal_positional_sentenceMax_in_expression,surprisal_positional_sentenceMin_in_expression,surprisal_drops_within_expression,surprisal_spikes_within_expression,surprisal_relational_sumPhrase_sumSentence,surprisal_relational_maxPhrase_maxSentence,surprisal_relational_minPhrase_minSentence,cws_sentence_mean,cws_sentence_std,cws_sentence_min,cws_sentence_max,cws_sentence_sum,cws_sentence_middle,cws_sentence_median,cws_query_mean,cws_query_std,cws_query_min,cws_query_max,cws_query_sum,cws_query_middle,cws_query_median,cws_phrase_mean,cws_phrase_std,cws_phrase_min,cws_phrase_max,cws_phrase_sum,cws_phrase_middle,cws_phrase_median,cws_context_mean,cws_context_std,cws_context_min,cws_context_max,cws_context_sum,cws_context_middle,cws_context_median,cws_position_sentenceMax,cws_position_sentenceMin,cws_positional_sentenceMax_in_expression,cws_positional_sentenceMin_in_expression,cws_drops_within_expression,cws_spikes_within_expression,cws_relational_sumPhrase_sumSentence,cws_relational_maxPhrase_maxSentence,cws_relational_minPhrase_minSentence,vanilla_entropy_sentence_mean,vanilla_entropy_sentence_std,vanilla_entropy_sentence_min,vanilla_entropy_sentence_max,vanilla_entropy_sentence_sum,vanilla_entropy_sentence_middle,vanilla_entropy_sentence_median,vanilla_entropy_query_mean,vanilla_entropy_query_std,vanilla_entropy_query_min,vanilla_entropy_query_max,vanilla_entropy_query_sum,vanilla_entropy_query_middle,vanilla_entropy_query_median,vanilla_entropy_phrase_mean,vanilla_entropy_phrase_std,vanilla_entropy_phrase_min,vanilla_entropy_phrase_max,vanilla_entropy_phrase_sum,vanilla_entropy_phrase_middle,vanilla_entropy_phrase_median,vanilla_entropy_context_mean,vanilla_entropy_context_std,vanilla_entropy_context_min,vanilla_entropy_context_max,vanilla_entropy_context_sum,vanilla_entropy_context_middle,vanilla_entropy_context_median,vanilla_entropy_position_sentenceMax,vanilla_entropy_position_sentenceMin,vanilla_entropy_positional_sentenceMax_in_expression,vanilla_entropy_positional_sentenceMin_in_expression,vanilla_entropy_drops_within_expression,vanilla_entropy_spikes_within_expression,vanilla_entropy_relational_sumPhrase_sumSentence,vanilla_entropy_relational_maxPhrase_maxSentence,vanilla_entropy_relational_minPhrase_minSentence,cis_sentence_mean,cis_sentence_std,cis_sentence_min,cis_sentence_max,cis_sentence_sum,cis_sentence_middle,cis_sentence_median,cis_query_mean,cis_query_std,cis_query_min,cis_query_max,cis_query_sum,cis_query_middle,cis_query_median,cis_phrase_mean,cis_phrase_std,cis_phrase_min,cis_phrase_max,cis_phrase_sum,cis_phrase_middle,cis_phrase_median,cis_context_mean,cis_context_std,cis_context_min,cis_context_max,cis_context_sum,cis_context_middle,cis_context_median,cis_position_sentenceMax,cis_position_sentenceMin,cis_positional_sentenceMax_in_expression,cis_positional_sentenceMin_in_expression,cis_drops_within_expression,cis_spikes_within_expression,cis_relational_sumPhrase_sumSentence,cis_relational_maxPhrase_maxSentence,cis_relational_minPhrase_minSentence
406,The courtroom was filled with legal minds.,legal minds,lawyers and legal professionals,6.171894066216123,5.1342692170387005,0.23588403988529502,16.184004359273253,49.375152529728986,10.42725201911298,4.855803233979168,5.427422505004268,7.029761062387183,7.18433857699947e-05,33.608813516023766,271.37112525021337,14.266763579363353,2.7110679598675276,4.855803233979168,2.179323558076146,2.676479675903022,7.035126792055314,9.711606467958337,2.676479675903022,4.855803233979168,6.134152831282546,6.1637349138358015,0.23588403988529502,16.184004359273253,30.67076415641273,2.1143247465230344,2.1143247465230344,0.0,3.0,0.0,0.0,1.0,0.0,0.19669015629087805,0.4346962986341675,11.346590796073073,10.083583848366292,5.871255029279398,1.0592552450626331,19.483553733050954,80.66867078693033,15.723323077111868,9.892757875478047,9.021765274847521,8.899036764582748,0.052770861161801914,40.383507531877186,451.08826374237606,21.3786462834393,7.147384169483978,9.892757875478047,2.678676854454195,7.214081021023853,12.571434729932243,19.785515750956094,7.214081021023853,9.892757875478047,9.393702081736725,6.989891637417885,1.0592552450626331,19.483553733050954,46.96851040868363,5.723272484569342,5.723272484569342,0.0,3.0,0.0,0.0,1.0,0.0,0.24526889507347227,0.6452331490536386,6.810521878130789,3.8664299324154854,1.9705043869500816,0.5898039937019348,7.6353325843811035,30.931439459323883,0.5898039937019348,3.503187417984009,1.8234390330396126,2.0033454684086753,0.0006652320735156536,7.6353325843811035,91.17195165198063,0.01014870684593916,1.1578118205070496,3.3432486057281494,0.288970947265625,3.0542776584625244,3.6322195529937744,6.686497211456299,3.0542776584625244,3.3432486057281494,4.259131777286529,2.3973494933577504,0.5898039937019348,7.6353325843811035,21.295658886432648,3.374155282974243,3.7535197734832764,1.0,4.0,0.0,0.0,1.0,0.0,0.21617154999363408,0.4757120286317156,5.178462151963731,8.146603167057037,2.5116221727133925,4.167023658752441,11.509294509887695,65.1728253364563,9.10525894165039,8.657020092010498,10.031801674134877,5.516741279639777,-2.9258360862731934,21.8829288482666,491.558282032609,-2.9258360862731934,9.706884384155273,8.199781894683838,0.08651971817016602,8.113262176513672,8.286301612854004,16.399563789367676,8.286301612854004,8.199781894683838,7.949104595184326,3.145597310543135,4.167023658752441,11.509294509887695,39.74552297592163,4.2631449699401855,9.10525894165039,3.0,0.0,0.0,0.0,0.0,0.0,0.25163192948448265,0.7199660766118374,1.9470161057215327
407,My roommate had a tablet with a Van Goh panel cover.,Van Goh,Design from a painting by the painter Vincent Van Goh,8.108759192750162,6.130883014163951,1.2847235029902357,20.08887168300321,105.41386950575209,20.08887168300321,7.081129125987933,5.772368164980042,7.208275511304462,7.184537490203192e-05,36.562946003231744,392.52103521864285,15.129557831983483,2.385500899261917,10.223118406369219,6.638724288842878,2.150088574112957,18.410372084517178,30.669355219107654,10.10889456047752,10.10889456047752,7.283179172023544,6.107325287272552,1.2847235029902357,20.08887168300321,65.5486125482119,4.455881627307322,5.733534760577983,6.0,5.0,0.0,0.0,0.0,0.0,0.29094231492407296,0.9164462979816743,1.673580789258199,12.76647186754684,6.887552358095513,3.822873385672947,24.750081715909705,165.96413427810893,24.56519534877461,11.310831897519758,9.545486317681005,9.000046210557256,0.052770864265394526,43.33496945718022,649.0930696023083,21.04579550757939,7.017857450391594,16.022918383358014,7.645176783496863,6.13208086977393,24.750081715909705,48.06875515007405,17.18659256439041,17.18659256439041,11.460173658532577,6.584764560283444,3.822873385672947,24.56519534877461,103.1415629267932,9.967058263077488,10.334648881619948,9.0,5.0,1.0,1.0,0.0,0.0,0.2896333919322859,1.0,1.6040502133173553,3.606575658115057,1.6858181893026045,0.06643729656934738,5.942847728729248,46.88548355549574,3.35896897315979,3.35896897315979,1.7532419913366217,1.7124706865702795,0.0006652479059994221,7.63338041305542,119.22045541089028,2.4017531871795654,1.4478593468666077,2.811909375091394,2.138116961154678,0.06643729656934738,5.281961917877197,8.435728125274181,3.0873289108276367,3.0873289108276367,4.099399301740858,1.2885171146124554,2.4819817543029785,5.942847728729248,36.894593715667725,5.449089050292969,3.56085205078125,0.0,9.0,0.0,0.0,1.0,0.0,0.1799219606061923,0.8887930768178428,1.0,6.615595588317285,3.3961906650340317,-0.1884756088256836,9.99868106842041,86.0027426481247,-0.1884756088256836,7.7279558181762695,9.144982496304298,5.718244860507343,-9.574666023254395,23.221168518066406,612.713827252388,3.0659332275390625,8.963529586791992,9.228270212809244,0.2398572235161053,8.963529586791992,9.544301986694336,27.684810638427734,8.963529586791992,9.176979064941406,6.274831652641296,3.423508674437604,-0.1884756088256836,9.99868106842041,56.47348487377167,9.99868106842041,7.360693454742432,4.0,6.0,0.0,0.0,0.0,0.0,0.3219061367809926,0.9545560980876594,-47.55803492367088
408,Madison Avenue is the center of advertising., Madison Avenue,advertising industry,4.133925195809555,2.7166459116858293,0.0749419830340878,9.548211992341203,33.07140156647644,0.0749419830340878,3.9046459672245826,5.139610173498815,7.243873818730886,7.184145508210135e-05,35.7575933181793,241.56167815444428,0.05970571431799556,2.6223835055000153,4.701673170232592,3.4664126557234307,1.6401866064904966,9.548211992341203,14.105019510697776,1.6401866064904966,2.9166209118660755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.42650201813628735,1.0,21.886084943127912,8.246382794586815,4.0197706446263535,0.3477217805418309,13.911961788022364,65.97106235669452,0.3477217805418309,8.71230885402636,8.406779630648739,9.161793730886147,0.05277085781703925,42.53664602658604,395.1186426404907,0.27733722085137696,7.259873406444228,8.64752478743303,3.995614321631219,4.237195488859401,13.911961788022364,25.94257436229909,4.237195488859401,7.793417085417326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.39324172501621885,1.0,12.185591257058649,3.315299067646265,1.810973174647995,0.2750103771686554,5.942853927612305,26.52239254117012,3.6346826553344727,3.122236490249634,1.8022435201279958,1.8904468528016989,0.0006652172887697816,7.6333794593811035,84.7054454460158,0.24289105832576752,1.361603856086731,5.312941551208496,0.5988605465100633,4.507721424102783,5.942853927612305,15.938824653625488,5.4882493019104,5.4882493019104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.600957271440878,1.0,16.391095748864547,9.05507917702198,4.598909663671885,0.9330064058303833,18.100419998168945,72.44063341617584,11.569700241088867,8.597905158996582,9.987032680407815,4.8513058955598405,0.358536958694458,19.469104766845703,459.40350329875946,4.787942886352539,9.801434516906738,5.05900498231252,2.929686940021262,0.9330064058303833,7.4486541748046875,15.177014946937561,0.9330064058303833,6.79535436630249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.20950969409315745,0.4115183059596518,1.0
409,General motors is on strike., General motors,automobile workers,6.291452461461072,2.940553087951676,2.0680243881984475,8.832043012873982,37.748714768766426,7.075966299813961,7.8857333263682,6.043211359531853,7.0450937551505515,7.184145508210135e-05,35.103126302379295,271.9445111789334,1.5687754738046746,3.4155174088591473,5.533510590181661,3.161989762740778,2.3715208274408828,8.695500352922439,11.067021180363321,2.3715208274408828,5.533510590181661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.29317610541591893,0.984540082090575,1.1467567021812664,10.7477104227091,3.56669030361628,5.704492647081289,13.74505569705899,64.4862625362546,12.908835846304665,12.915780560080822,9.85692977650459,8.814322142596724,0.05277085781703925,41.86893577916972,443.5618399427065,5.418893533099109,9.13982830472946,9.313608960469134,3.609116313387845,5.704492647081289,12.92272527385698,18.627217920938268,5.704492647081289,9.313608960469134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.28885559789522497,0.9401726379778902,1.0,4.4400821924209595,1.2221277768380254,2.464160203933716,5.942853927612305,26.640493154525757,4.121989727020264,4.480151176452637,2.1618010936705914,1.904977152792866,0.0006652172887697816,7.6333794593811035,97.28104921517661,1.7714903354644775,1.7036585807800293,5.8444719314575195,0.09838199615478516,5.746089935302734,5.942853927612305,11.688943862915039,5.746089935302734,5.8444719314575195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.43876604667617763,1.0,2.3318654063684003,7.3062394460042315,2.698515664340122,2.141867160797119,9.76668930053711,43.83743667602539,9.497745513916016,8.123160123825073,7.816232618960467,5.277559593254638,-5.585730075836182,18.38885498046875,343.91423523426056,10.204421043395996,7.908358812332153,8.276684999465942,1.490004301071167,6.786680698394775,9.76668930053711,16.553369998931885,6.786680698394775,8.276684999465942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.3776080732381164,1.0,3.1685815173845975
410,His wallet is feeling the strain this month.,the strain,financial stress,6.187114147913861,3.8797828880253777,1.1168599066634208,12.666555487038261,55.684027331224755,4.199362891640483,5.802862418715337,5.097005235878859,6.864728974930509,7.18433857699947e-05,35.30993976651148,244.65625132218523,0.008503480744111471,2.7211999170227177,6.292061079088914,2.0926981874484314,4.199362891640483,8.384759266537346,12.584122158177829,8.384759266537346,6.292061079088914,6.997174211063917,4.021794298844789,1.4455907395915593,12.666555487038261,41.9830452663835,7.5059499432412755,6.654406180978306,2.0,6.0,0.0,0.0,0.0,0.0,0.22599159510004221,0.6619604891888331,3.759972818959837,10.77497461514053,4.244745279384485,4.07056575643247,17.36227080738299,96.97477153626477,9.77509916862929,11.123546837808469,8.529163509061508,8.675061750612965,0.052770861161801914,42.108417352578456,409.3998484349524,0.07665718174825956,7.223443252328619,11.932109396953601,2.157010228324312,9.77509916862929,14.089119625277913,23.864218793907202,14.089119625277913,11.932109396953601,11.506664497654183,4.1234317357268715,4.892695090133667,17.36227080738299,69.0399869859251,12.659305429898648,11.891426133853559,2.0,6.0,0.0,0.0,0.0,0.0,0.24608687822464134,0.8114790848260914,2.4014104558272495,3.7568510373433432,1.7368882073619807,1.8122551441192627,7.109543800354004,33.81165933609009,3.850179672241211,3.0051724910736084,1.9083290680706948,1.8945008860215797,0.0006652320735156536,7.633382797241211,91.59979526739335,0.05208220332860947,1.7636547684669495,3.0821125507354736,0.7680671215057373,2.3140454292297363,3.850179672241211,6.164225101470947,2.3140454292297363,3.0821125507354736,4.143967390060425,1.9669906681004328,1.8122551441192627,7.109543800354004,24.86380434036255,4.841019153594971,3.9230958223342896,1.0,7.0,0.0,0.0,1.0,0.0,0.1823106355177115,0.541550875887353,1.2768872179719144,7.0434501436021595,4.093763441957781,-0.6763753890991211,11.325685501098633,63.391051292419434,11.21959114074707,8.135282516479492,10.53130565805638,4.967036767299226,-0.6763753890991211,21.683364868164062,494.9713659286499,7.1464362144470215,10.35710620880127,9.655278205871582,1.5643129348754883,8.090965270996094,11.21959114074707,19.310556411743164,8.090965270996094,9.655278205871582,5.4591348965962725,4.059860055672519,-0.6763753890991211,9.98227310180664,32.75480937957764,-0.6763753890991211,6.879450798034668,6.0,3.0,0.0,0.0,1.0,0.0,0.30462590567656983,0.9906324115797431,-11.96224079319714
411,All eyes were on the player as he led the team to victory., All eyes,Attention,2.927023965371283,3.453676435795111,0.10399508434584422,10.274580876264185,40.97833551519796,8.778416803742179,1.1677663732973036,5.166420083670916,6.905776324590472,7.18433857699947e-05,34.55395010918448,268.65384435088765,2.6779274528842185,2.036175125730181,5.659127833657002,4.615453042607183,1.0436747910498188,10.274580876264185,11.318255667314004,1.0436747910498188,5.659127833657002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.27620096143525186,1.0,10.035808880917797,5.688508982908121,4.723692916977229,0.40313415966640004,14.67335735814153,79.6391257607137,13.850657491562114,4.017352770870501,8.598494108492021,8.792094798679035,0.05274421417970906,41.327789472056544,447.1216936415851,8.085463192212757,5.795110055507365,9.249550813233991,5.4238065449075386,3.8257442683264533,14.67335735814153,18.499101626467983,3.8257442683264533,9.249550813233991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.23228659844974925,1.0,9.490002711485223,2.9148651361465454,1.9745841687618142,0.4897240400314331,6.68956995010376,40.808111906051636,0.8054722547531128,2.003342390060425,1.865305479865548,1.9076200232111846,0.0006652320735156536,7.633382797241211,96.9958849530085,1.211632490158081,1.19757878780365,5.68425440788269,0.2585928440093994,5.425661563873291,5.94284725189209,11.36850881576538,5.425661563873291,5.68425440788269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.2785845334363408,0.8883750818391416,11.079018223252922,8.421865650585719,3.048417129695181,3.1571590900421143,14.50448226928711,117.90611910820007,7.765217304229736,7.973232984542847,10.017319899563695,5.336424577715508,-2.329801082611084,21.078540802001953,510.8833148777485,9.213566780090332,9.289834976196289,7.437989950180054,0.5770761966705322,6.8609137535095215,8.015066146850586,14.875979900360107,6.8609137535095215,7.437989950180054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,0.12616800563767788,0.5525923640737108,2.173128929469944
412,The press is always hungry for a story.,press,Strong desire,5.277730258916541,4.236639389502503,0.07353249707479863,14.167544851389792,47.49957233024887,0.07353249707479863,3.2903563529900577,5.325702945175181,7.157661724819444,7.184145508210135e-05,34.80332997790117,244.98233547805833,0.00018110973397474892,2.299826488879467,3.2903563529900577,0.0,3.2903563529900577,3.2903563529900577,3.2903563529900577,3.2903563529900577,3.2903563529900577,5.378818176745454,4.71900491429941,0.07353249707479863,14.167544851389792,37.65172723721818,1.9118007794642489,2.3554234915797143,0.0,4.0,0.0,0.0,1.0,0.0,0.0692712837520577,0.23224605162744794,44.74696880813181,9.126145022523483,4.8530436201974005,0.32730614383650297,17.46680330351398,82.13530520271135,0.32730614383650297,7.863529069484288,8.71390314145778,8.999375288245924,0.05277085781703925,41.59322578589458,400.8395445070579,0.05304880610745228,6.497616365064694,7.863529069484288,0.0,7.863529069484288,7.863529069484288,7.863529069484288,7.863529069484288,7.863529069484288,9.014773152517535,5.426345888310066,0.32730614383650297,17.46680330351398,63.10341206762274,5.4575595554455765,6.769069163144906,0.0,4.0,0.0,0.0,1.0,0.0,0.09573872100526032,0.45019852418572204,24.02499683419418,3.9395943449603186,2.01391261428207,0.2999102771282196,7.635335922241211,35.45634910464287,4.593738555908203,3.644089460372925,1.9928555559587118,2.106103371540089,0.0006652172887697816,7.635335922241211,91.67135557410074,0.0013984737452119589,1.249186635017395,7.635335922241211,0.0,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,3.4538462460041046,1.7363800073447249,0.2999102771282196,5.942853927612305,24.176923722028732,0.2999102771282196,3.38810133934021,1.0,5.0,1.0,1.0,1.0,0.0,0.21534467352255943,1.0,25.45873384317838,7.106341573927137,3.161459425804021,2.8923301696777344,11.044292449951172,63.95707416534424,9.65835952758789,7.370948791503906,9.926981268988715,4.637624780352378,1.9164752960205078,19.9855899810791,446.7141571044922,17.39590072631836,10.45998477935791,7.370948791503906,0.0,7.370948791503906,7.370948791503906,7.370948791503906,7.370948791503906,7.370948791503906,7.659460885184152,3.176513628481891,2.8923301696777344,11.044292449951172,53.61622619628906,11.044292449951172,9.65835952758789,5.0,3.0,0.0,0.0,1.0,0.0,0.11524837381472848,0.6673989144081832,2.5484465324113335
413,She's always chasing the dollar.,the dollar,Financial success or wealth,6.001128213043729,3.149356225991704,2.0424509082321753,11.026845995477476,42.0078974913061,2.91487491368405,5.362740291123616,6.019208742399207,7.626082191306929,7.18433857699947e-05,35.1654119269986,288.9220196351619,28.62016737409143,3.286627496861273,6.084408376426124,4.041957468193948,2.0424509082321753,10.126365844620071,12.168816752852248,2.0424509082321753,6.084408376426124,6.2645317187679,2.95694309532084,2.91487491368405,11.026845995477476,25.0581268750716,11.026845995477476,5.558202982955037,2.0,5.0,0.0,0.0,1.0,0.0,0.2896792622237447,0.918337469188676,1.0,10.511371849207519,3.308608812574579,6.184321511736199,16.001235521701844,73.57960294445263,7.346169214172376,9.85852952974075,9.936223174623665,9.456312324551847,0.052770861161801914,41.9486174299827,476.9387123819359,35.55434734093445,8.322956500972058,10.366897358184062,4.182575846447863,6.184321511736199,14.549473204631925,20.733794716368124,6.184321511736199,10.366897358184062,10.74681967458594,3.199635640773947,7.346169214172376,16.001235521701844,42.98727869834376,16.001235521701844,9.819936981234768,2.0,5.0,0.0,0.0,1.0,0.0,0.28178726014627536,0.909271861219657,1.0,4.633464302335467,1.1562614056028981,2.5209851264953613,5.94284725189209,32.43425011634827,4.279071807861328,5.320768356323242,1.8701937980258663,1.9355655107514977,0.0006652320735156536,7.633382797241211,89.76930230524158,0.3662666380405426,1.1378434896469116,4.43714702129364,0.9386192560195923,3.498527765274048,5.375766277313232,8.87429404258728,5.375766277313232,4.43714702129364,5.259742736816406,0.6099227252392295,4.279071807861328,5.94284725189209,21.038970947265625,5.320768356323242,5.4085259437561035,0.0,6.0,0.0,0.0,0.0,0.0,0.2736087318422155,0.9045775618078843,1.387762160317722,6.2695107119424005,4.890084744718025,1.1873533725738525,12.69872760772705,43.8865749835968,1.9205446243286133,2.713385581970215,9.712383290554614,5.113355142240142,-2.1349563598632812,21.017940521240234,456.4820146560669,9.418050765991211,10.45998477935791,7.058135032653809,4.616045951843262,2.442089080810547,11.67418098449707,14.116270065307617,11.67418098449707,7.058135032653809,4.630002796649933,4.689635920547251,1.1873533725738525,12.69872760772705,18.52001118659973,2.713385581970215,2.316965103149414,0.0,1.0,0.0,0.0,0.0,0.0,0.3216534913144569,0.9193189542386472,2.056750026756378
414,Vedang writes a good hand.,hand,Handwriting,9.310844036967774,5.587883549820188,2.8196420859190643,20.448564092378177,65.17590825877441,9.78466189199004,9.78466189199004,6.695014000761938,8.268969578579254,7.184145508210135e-05,34.20816382138911,294.58061603352525,0.30693543513911653,3.410988844673595,10.880567059093453,0.0,10.880567059093453,10.880567059093453,10.880567059093453,10.880567059093453,10.880567059093453,9.049223533280161,5.995781793207726,2.8196420859190643,20.448564092378177,54.29534119968096,9.78466189199004,8.359628885948123,1.0,2.0,0.0,0.0,1.0,0.0,0.16694154864544813,0.5320944301976187,3.858846877562804,14.326316869773096,6.185589433339014,6.978617044205308,26.89494754922096,100.28421808841168,14.53211905965883,14.53211905965883,10.282843746202282,10.198154154332824,0.05277085781703925,40.98241889790962,452.44512483290043,1.3094446935075252,8.234812724553311,15.893709091239414,0.0,15.893709091239414,15.893709091239414,15.893709091239414,15.893709091239414,15.893709091239414,14.065084832862043,6.645354831588271,6.978617044205308,26.89494754922096,84.39050899717226,14.53211905965883,13.32984244818294,1.0,2.0,0.0,0.0,1.0,0.0,0.15848664320468994,0.5909551993790667,2.277486927648043,3.891171557562692,1.320828821547235,1.3418450355529785,5.942853927612305,27.238200902938843,3.9153218269348145,3.9153218269348145,2.010475212421046,1.9303563918249418,0.0006652172887697816,7.6333794593811035,88.46090934652602,0.8081110119819641,1.5870617628097534,3.172264814376831,0.0,3.172264814376831,3.172264814376831,3.172264814376831,3.172264814376831,3.172264814376831,4.010989348093669,1.3909922542226558,1.3418450355529785,5.942853927612305,24.06593608856201,3.9153218269348145,4.162185192108154,0.0,2.0,0.0,0.0,1.0,0.0,0.1164638158621762,0.5337948489087919,2.36410668171495,5.583066190992083,4.553924655557063,-1.535771369934082,11.355701446533203,39.08146333694458,0.7244973182678223,7.815273284912109,9.248149084490398,4.872727496341499,-1.535771369934082,21.064563751220703,397.67041063308716,10.912092208862305,9.295001983642578,9.746481895446777,0.0,9.746481895446777,9.746481895446777,9.746481895446777,9.746481895446777,9.746481895446777,4.889163573582967,4.563342579671366,-1.535771369934082,11.355701446533203,29.334981441497803,0.7244973182678223,5.271884441375732,0.0,1.0,0.0,0.0,1.0,0.0,0.249388867848078,0.8582897270887915,-6.346310451056991
415,She's always chasing the taste of victory.,taste of victory,A satisfaction and triumph associated with winning,5.309774770914386,3.187686938738049,0.3519653349253653,11.026856883608326,47.78797293822947,9.037393581481854,5.362747162879002,4.86328872399171,6.477743456903589,7.184280770676202e-05,33.850015203062334,301.52390088748604,3.23469868637022,3.3091947821850645,3.1527940946902033,2.817899745320577,0.3519653349253653,7.008276122494422,9.45838228407061,7.008276122494422,2.0981408266508232,6.819106699659464,2.867932202642934,2.914868973852386,11.026856883608326,34.09553349829732,11.026856883608326,5.753666896475752,2.0,5.0,0.0,0.0,0.0,1.0,0.19792390642508473,0.6355642588335743,1.0,9.400913901239262,4.058795851604062,1.2909091562115598,16.001246900005373,84.60822511115336,13.453378080101515,9.647983691667427,8.424952892612195,8.2755533240574,0.05277086036993306,40.643898484264874,522.3470793419561,9.325610504936792,8.891961367066072,6.310648479395796,4.280524763000728,1.2909091562115598,11.750706055687594,18.93194543818739,11.750706055687594,5.890330226288236,11.288132549059217,3.0597784821717258,7.346156850101272,16.001246900005373,56.44066274529609,16.001246900005373,9.991897223420498,2.0,5.0,0.0,0.0,0.0,1.0,0.22376010622271894,0.7343618987395069,1.0,4.35441431734297,1.3762263126040672,1.2862213850021362,5.942852973937988,39.18972885608673,3.498533010482788,4.640008926391602,1.9501421452291505,1.7937275000071504,0.000665227125864476,7.6333818435668945,120.90881300420733,0.55181485414505,1.6432912349700928,3.7673312425613403,1.7799369392031108,1.2862213850021362,5.375763416290283,11.301993727684021,1.2862213850021362,4.640008926391602,4.907502508163452,0.8910140149953809,3.498533010482788,5.942852973937988,24.53751254081726,5.320770263671875,5.320770263671875,0.0,6.0,0.0,0.0,0.0,0.0,0.2883917306288956,0.9045762094174901,1.0,7.431000736024645,4.219014901059366,1.1873533725738525,12.69872760772705,66.8790066242218,6.788919448852539,9.219947814941406,10.492640000874879,5.061619200707482,-1.0550084114074707,21.829532623291016,640.0510400533676,6.947608947753906,10.012170791625977,10.515775680541992,1.312852616688089,9.219947814941406,12.315208435058594,31.547327041625977,9.219947814941406,10.012170791625977,5.061786127090454,4.282510412318326,1.1873533725738525,12.69872760772705,25.30893063545227,2.713385581970215,2.713385581970215,0.0,1.0,0.0,0.0,0.0,0.0,0.47170747046054917,0.9697986141198045,7.765125385507702
